id,total_pop,total_men,total_women,houses,households,orthodox,orthodox_perc,rcatholic,rcatholic_perc,protestant,protestant_perc,muslim,muslim_perc,other_rel,other_rel_perc,srb_cro_svn,srb_cro_svn_perc,othr_slavic,othr_slavic_perc,hungarian,hungarian_perc,german,german_perc,albanian,albanian_perc,other_lang,other_lang_perc,age1,age2,age3,age4,age5,age1_perc,age2_perc,age3_perc,age4_perc,age5_perc,illiteracy_perc,illiteracy11_19_perc,illiteracy20_39_perc,illiteracy40_59_perc,illiteracy_60_perc,illiteracy_m_perc,illiteracy_f_perc,illiteracy_m_11_19_perc,illiteracy_f_11_19_perc,illiteracy_m_20_39_perc,illiteracy_f_20_39_perc,illiteracy_m_40_59_perc,illiteracy_f_40_59_perc,illiteracy_m_60_perc,illiteracy_f_60_perc,employed_agriculture,employed_agriculture_perc,employed_agriculture_men,employed_agriculture_men_perc,employed_agriculture_women,employed_agriculture_women_perc,employed_industry,employed_industry_perc,employed_industry_men,employed_industry_men_perc,employed_industry_women,employed_industry_women_perc,employed_commerce,employed_commerce_perc,employed_commerce_men,employed_commerce_men_perc,employed_commerce_women,employed_commerce_women_perc,employed_public_service,employed_public_service_perc,employed_public_service_men,employed_public_service_men_perc,employed_public_service_women,employed_public_service_women_perc,employed_other,employed_other_perc,employed_other_men,employed_other_men_perc,employed_other_women,employed_other_women_perc,employed_total,employed_men,employed_women,"srez,C,80"
41,33611,16255,17356,5871,5897,33543,99.8,61,0.2,0,0,7,0,0,0,33573,99.89,21,0.06,2,0.01,0,0,0,0,15,0.04,11277,4968,10208,5215,1943,33.6,14.8,30.4,15.5,5.8,53,31.23993559,50.22531348,67.80441035,83.94235718,23.4,78.8,8.7,51.7,19,79.6,35.5,93.6,61.4,98.3,14483,96.06659591,9177,94.52054795,5306,98.86342463,353,2.341469886,330,3.398908229,23,0.428544811,111,0.736269568,110,1.13296941,1,0.018632383,97,0.643406739,71,0.731280255,26,0.48444196,32,0.212257893,21,0.21629416,11,0.204956214,15076,9709,5367,LJUBIĆ
42,62951,30438,32513,11103,10966,62660,99.5,196,0.3,14,0,58,0.1,23,0.037,61599,97.85,131,0.21,76,0.12,35,0.06,6,0.01,1104,1.75,19785,6935,21066,11042,4123,31.4,11,33.5,17.5,6.5,59,38.54361932,55.31187696,70.24995472,82.48847926,29,86,14.3,61.6,24.5,86.3,37.7,94.8,61.2,97.7,27342,92.76335878,17425,90.26626606,9917,97.50270377,1251,4.244274809,1168,6.05055947,83,0.81604562,328,1.112807464,308,1.595524244,20,0.196637499,445,1.509754029,348,1.802735184,97,0.953691869,109,0.369804919,55,0.284915044,54,0.530921247,29475,19304,10171,MAČVA
43,24820,12033,12787,3936,4000,24764,99.8,19,0.1,0,0,30,0.1,7,0.028,24805,99.94,8,0.03,0,0,4,0.02,0,0,3,0.01,8555,3523,7322,3779,1641,34.5,14.2,29.5,15.2,6.6,61.7,48.96395118,59.25976509,69.70097909,81.90127971,31.7,89,19.9,75.9,27.5,89.7,36.1,95.7,66.1,97.6,10664,94.85012897,6660,92.6286509,4004,98.791019,311,2.766165614,300,4.172461752,11,0.271403898,126,1.120697323,116,1.613351878,10,0.246730817,114,1.013964244,97,1.349095967,17,0.419442388,28,0.24904385,17,0.236439499,11,0.271403898,11243,7190,4053,MORAVICA
44,43554,21752,21802,6810,8200,41795,96,942,2.2,33,0.1,658,1.5,126,0.289,42142,96.76,308,0.71,223,0.51,184,0.42,40,0.092,657,1.51,13448,5534,14736,7335,2501,30.9,12.7,33.8,16.8,5.7,47.8,29.14709071,45.36509229,59.08657123,70.85165934,24.6,70.7,11.8,47.5,21.1,71.6,34.6,79.8,51.8,85.3,13889,69.39989007,9078,65.18273857,4811,79.05027933,2346,11.72238045,2045,14.68370791,301,4.945777194,1313,6.560735522,1183,8.494291664,130,2.136049951,1305,6.520761505,1082,7.76908164,223,3.664147223,1160,5.796232449,539,3.870180225,621,10.2037463,20013,13927,6086,POCERINA
45,27285,13116,14169,4158,4056,27251,99.9,28,0.1,0,0,6,0,0,0,27146,99.49,18,0.07,2,0.01,3,0.01,0,0,116,0.43,9651,3285,8512,4330,1507,35.4,12,31.2,15.9,5.5,64.2,46.75799087,59.59821429,77.82909931,88.65295289,32.7,91.3,13.7,77.1,26.2,91.1,48.6,98.6,75.5,99.2,11996,97.46506337,7389,96.42437688,4607,99.18191604,153,1.243093923,147,1.918308756,6,0.129171152,56,0.454988625,55,0.717734569,1,0.021528525,84,0.682482938,63,0.822132324,21,0.452099031,19,0.154371141,9,0.117447475,10,0.215285253,12308,7663,4645,PODGORINA
46,29008,16773,17650,6432,6235,28759,99.1,209,0.7,7,0,11,0,22,0.076,28537,98.38,117,0.4,54,0.19,36,0.12,4,0.014,260,0.9,9426,3537,9783,4683,1579,32.5,12.2,33.7,16.1,5.4,55.1,35.8778626,53.32720025,65.64168268,78.08739709,29.8,78.6,17.1,53.9,28,79.2,37.4,89.3,53.2,93.8,10800,81.94233687,6904,77.64282501,3896,90.85820896,1133,8.596358118,1049,11.79712101,84,1.958955224,470,3.566009105,433,4.869545659,37,0.862873134,217,1.646433991,170,1.911830859,47,1.09608209,560,4.248861912,336,3.778677463,224,5.223880597,13180,8892,4288,POSAVINA
47,37074,18015,19059,5861,5899,37025,99.9,41,0.1,2,0,3,0,3,0.008,36513,98.49,37,0.1,12,0.03,7,0.02,0,0,505,1.36,12792,4565,11956,5924,1837,34.5,12.3,32.2,16,5,60,37.8313253,57.94580127,73.51451722,85.19324986,30.5,86.6,13.3,62.5,28.1,87.7,42.8,96.9,62.8,98.9,15916,95.79872397,10176,94.22222222,5740,98.72721018,372,2.239075479,350,3.240740741,22,0.378396973,108,0.650054171,102,0.944444444,6,0.103199174,195,1.17370892,164,1.518518519,31,0.533195734,23,0.138437462,8,0.074074074,15,0.257997936,16614,10800,5814,POSAVO-TAMNAVA
48,28539,13846,14693,5113,5060,28340,99.3,166,0.6,0,0,33,0.1,0,0,28387,99.47,7,0.02,114,0.4,2,0.01,4,0.014,25,0.09,9791,3798,8804,4608,1538,34.3,13.3,30.8,16.1,5.4,54.3,33.6492891,51.71512949,67.40451389,80.36410923,24.3,81.1,9.7,56,19.3,82.6,35.4,92.9,61.4,96.1,11376,90.35742653,7220,87.30350665,4156,96.2037037,557,4.424146148,524,6.336154776,33,0.763888889,243,1.930103257,226,2.732769045,17,0.393518519,210,1.667990469,178,2.15235792,32,0.740740741,204,1.620333598,122,1.475211608,82,1.898148148,12590,8270,4320,POŽEGA
49,28348,13802,14546,4820,4825,28225,99.6,36,0.1,1,0,86,0.3,0,0,28302,99.84,24,0.08,7,0.02,2,0.01,0,0,13,0.05,10201,3703,8774,4230,1440,36,13.1,31,14.9,5.1,61.7,46.31379962,59.02666971,72.22222222,86.66666667,34.4,86.4,17.4,71.4,31.1,86.8,44.3,94.7,73.1,97.8,11704,94.15171748,7410,92.08400646,4294,97.94708029,386,3.105140375,363,4.510997887,23,0.524635036,157,1.262971603,147,1.82676774,10,0.22810219,144,1.158394337,107,1.329688083,37,0.843978102,40,0.321776205,20,0.248539829,20,0.45620438,12431,8047,4384,RAČA
50,26672,13090,13582,3927,3889,25655,96.2,24,0.1,0,0,968,3.6,25,0.094,26460,99.21,11,0.04,1,0,8,0.03,0,0,192,0.72,10539,2874,8249,3825,1185,39.5,10.8,30.9,14.3,4.4,68.5,53.82741823,67.34149594,75.68627451,88.35443038,40.3,93.9,21.6,84.2,38.7,95,48.3,97.2,76.2,98,10484,94.7920434,6702,93.17391909,3782,97.80191363,282,2.549728752,248,3.447796469,34,0.879234549,110,0.994575045,97,1.348533296,13,0.336177916,119,1.075949367,102,1.418045322,17,0.439617274,65,0.587703436,44,0.611705825,21,0.543056633,11060,7193,3867,RAĐEVINA
51,44203,22879,21324,7356,7666,20865,47.2,1036,2.3,15,0,22219,50.3,68,0.154,43989,99.52,97,0.22,18,0.04,59,0.13,1,0.002,39,0.09,17442,5334,13365,5823,2239,39.5,12.1,30.2,13.2,5.1,74.4,60.55493063,72.36064347,84.30362356,93.38990621,61.1,88.6,47.9,73.6,55.5,90.3,74.4,95.5,89.7,97.4,15253,88.27478442,11143,86.39993797,4110,93.79278868,1134,6.562879796,1054,8.172443204,80,1.825650388,439,2.540656288,414,3.210048849,25,0.570515746,287,1.660975751,216,1.674808095,71,1.620264719,166,0.960703744,70,0.542761883,96,2.190780466,17279,12897,4382,ROGATICA
52,143910,75745,68165,17747,27393,55477,38.5,29395,20.4,598,0.4,50270,34.9,8170,5.677,133340,92.66,2588,1.8,573,0.4,2507,1.74,390,0.271,4512,3.14,38626,22346,52379,22906,7653,26.8,15.5,36.4,15.9,5.3,41.7,31.27181598,38.26151702,50.5806339,68.45681432,31.2,53.7,21.4,41.8,27.3,52.1,40.6,61.2,62.2,74.3,23826,35.1037968,16780,32.83371815,7046,42.02302141,15191,22.38150664,12471,24.40222283,2720,16.2223415,7959,11.72631238,6707,13.12370367,1252,7.467048369,12929,19.04881175,10845,21.22060032,2084,12.42917636,7968,11.73957244,4303,8.419755019,3665,21.85841236,67873,51106,16767,SARAJEVO
53,35210,18061,17149,5602,5584,17766,50.5,103,0.3,3,0,17332,49.2,6,0.017,35132,99.78,6,0.02,3,0.01,4,0.01,15,0.043,50,0.14,13287,4243,11110,4980,1590,37.7,12.1,31.6,14.1,4.5,84.2,74.59344803,83.39333933,90.42168675,96.22641509,73.7,95.2,63,87.3,70.5,96.4,83.3,97.8,93.7,99.3,15198,96.26298455,10294,95.18261674,4904,98.61250754,287,1.817836331,263,2.431807675,24,0.482606073,131,0.829744109,128,1.183541378,3,0.060325759,122,0.772738789,105,0.970873786,17,0.341845968,50,0.316696225,25,0.231160425,25,0.502714659,15788,10815,4973,SREBRENICA
54,40055,19257,20798,6782,6593,39882,99.6,134,0.3,16,0,9,0,14,0.035,39248,97.99,51,0.13,15,0.04,24,0.06,0,0,717,1.79,13986,4843,13043,6189,1994,34.9,12.1,32.6,15.5,5,59.4,38.32335329,57.52510925,71.49781871,85.80742227,31.7,83.6,18.2,57.8,29.8,84.5,40,95,64.1,97.7,16581,93.42987547,10444,91.13438045,6137,97.61412438,522,2.941342199,471,4.109947644,51,0.81119771,377,2.124302699,354,3.089005236,23,0.365834261,177,0.997351665,148,1.291448517,29,0.461269286,90,0.507127965,43,0.37521815,47,0.74757436,17747,11460,6287,TAMNAVA
55,45386,23521,21865,7079,7938,5557,12.2,20903,46.1,12,0,18512,40.8,402,0.886,44748,98.59,246,0.54,61,0.13,154,0.34,35,0.077,142,0.31,15826,7121,13787,6365,2287,34.9,15.7,30.4,14,5,70.4,56.71956186,70.86385726,78.50746269,87.49453432,62,79.7,49.2,65.6,61,81.4,71,86.6,83.9,91.4,15172,77.64188117,10829,75.35838553,4343,83.98762328,2057,10.52658513,1718,11.95546277,339,6.555791916,659,3.3723965,586,4.077940153,73,1.411719203,861,4.406120465,699,4.864300626,162,3.132856314,792,4.053016734,538,3.743910926,254,4.912009283,19541,14370,5171,TRAVNIK
56,26970,13382,13588,4981,5289,26561,98.5,333,1.2,16,0.1,45,0.2,15,0.056,26623,98.71,107,0.4,33,0.12,72,0.27,0,0,135,0.5,8539,4201,8379,4292,1559,31.7,15.6,31.1,15.9,5.8,42.9,26.30326113,39.92123165,54.5666356,71.84092367,16.8,68.2,7.7,46.5,12.8,67.1,24.6,81,48.4,89.5,8444,72.33167723,5525,67.94982167,2919,82.38780694,1466,12.5578208,1285,15.80371418,181,5.108664973,681,5.833476101,632,7.772721682,49,1.38300875,584,5.002569813,451,5.546673226,133,3.753880892,499,4.274456056,238,2.927069241,261,7.366638442,11674,8131,3543,TRNAVA
57,100341,51865,48476,17891,18600,23195,23.1,17075,17,176,0.2,58776,58.6,1119,1.115,98724,98.39,515,0.51,75,0.07,546,0.54,99,0.099,382,0.38,36222,15398,30098,14018,4605,36.1,15.3,30,14,4.6,74.6,63.35238343,75.21429995,80.98159509,89.20738328,64.8,85.3,53.8,74,63.4,87.8,72.8,89.7,86.4,92.3,33867,81.87158536,24321,79.47260073,9546,88.69274366,3930,9.500556012,3609,11.79296147,321,2.98243984,953,2.303824397,868,2.836323236,85,0.789742637,1531,3.701107189,1283,4.192399438,248,2.304190282,1085,2.622927042,522,1.705715126,563,5.230883583,41366,30603,10763,TUZLA
58,34442,16975,17467,5715,6158,33872,98.3,410,1.2,4,0,134,0.4,22,0.064,34193,99.28,121,0.35,19,0.06,49,0.14,14,0.041,46,0.13,11151,5238,10875,5291,1887,32.4,15.2,31.6,15.4,5.5,52.3,37.51431844,49.6183908,63.22056322,78.37837838,23.8,79,8.8,66.2,20.6,78.5,34.3,86.4,60.6,93.8,11986,76.53406551,7363,71.56186218,4623,86.05733433,1339,8.549901028,1175,11.41996307,164,3.052866716,656,4.188749122,609,5.91894256,47,0.874906925,764,4.878360258,624,6.064729323,140,2.606105733,916,5.848924079,518,5.034502867,398,7.408786299,15661,10289,5372,UŽICE
59,40927,20479,20448,6174,7016,39809,97.3,744,1.8,42,0.1,278,0.7,54,0.132,40073,97.91,166,0.41,59,0.14,85,0.21,97,0.237,447,1.09,12506,5790,13538,6700,2393,30.6,14.1,33.1,16.4,5.8,50.5,28.58376511,47.96129414,64.7761194,77.72670288,27.6,73.2,10.3,47.5,24.8,74.2,39,85.2,62.7,89.9,13613,73.3735784,8764,68.16520184,4849,85.12991573,1538,8.289764459,1367,10.63234036,171,3.002106742,748,4.031692988,669,5.203391149,79,1.386938202,1823,9.825904166,1637,12.73236369,186,3.265449438,831,4.47905999,420,3.266702963,411,7.215589888,18553,12857,5696,VALJEVO
60,28425,14339,14086,5038,5252,14017,49.3,498,1.8,12,0,13801,48.6,97,0.341,28238,99.34,43,0.15,8,0.03,29,0.1,2,0.007,105,0.37,10642,3841,8687,3925,1330,37.4,13.5,30.6,13.8,4.7,69.8,59.90627441,67.16933349,78.42038217,90.52631579,52.6,87.2,40,78.2,47.8,86.9,63.5,94.2,84.9,96.7,9760,85.01001655,6883,82.03814064,2877,93.07667422,814,7.089974741,748,8.915375447,66,2.135231317,402,3.501437157,365,4.350417163,37,1.197023617,268,2.334291438,232,2.765196663,36,1.164671627,237,2.064280115,162,1.930870083,75,2.426399224,11481,8390,3091,VIŠEGRAD
61,54916,28734,26182,9098,10083,12075,22,16342,29.8,11,0,26253,47.8,235,0.428,54368,99,249,0.45,14,0.03,128,0.23,17,0.031,140,0.25,18829,8833,16809,7847,2598,34.3,16.1,30.6,14.3,4.7,68.7,53.51522699,68.07067642,80.13253473,90.03079292,58.6,80,42.9,65.3,56.2,81.2,72.2,89.2,85.6,95.1,17060,74.41332984,12269,69.92476918,4791,89.05204461,4027,17.56520981,3812,21.72574946,215,3.996282528,836,3.646514874,780,4.445457654,56,1.040892193,392,1.70984908,267,1.521714351,125,2.323420074,611,2.665096397,418,2.382309358,193,3.587360595,22926,17546,5380,VISOKO
62,37532,19362,18170,6054,6043,25278,67.4,286,0.8,13,0,11881,31.7,74,0.197,37141,98.96,60,0.16,6,0.02,24,0.06,3,0.008,298,0.79,13982,4977,11440,5595,1538,37.3,13.3,30.5,14.9,4.1,84.5,70.58468957,85.41083916,91.34941912,97.07412224,77.4,92.2,65,76.9,76.6,95.1,85.2,97.9,95.4,99,14959,94.98983998,10831,94.23997216,4128,97.01527615,350,2.222504445,311,2.705994953,39,0.916568743,195,1.238252477,170,1.479161229,25,0.587544066,160,1.016002032,135,1.174628034,25,0.587544066,84,0.533401067,46,0.400243627,38,0.89306698,15748,11493,4255,VLASENICA
63,35833,19170,16663,5193,6567,6508,18.2,8698,24.3,170,0.5,20207,56.4,250,0.698,34979,97.62,249,0.69,33,0.09,373,1.04,48,0.134,151,0.42,12630,5224,11350,5081,1548,35.2,14.6,31.7,14.2,4.3,70.2,60.93032159,69.77973568,76.46132651,84.68992248,61.7,80.6,52.6,70.6,58.6,82.5,70.5,84.8,82.1,87.9,10683,71.8909825,8022,67.98305085,2661,86.96078431,2095,14.09825034,1973,16.72033898,122,3.986928105,617,4.152086137,567,4.805084746,50,1.633986928,389,2.617765814,287,2.43220339,102,3.333333333,1076,7.240915209,951,8.059322034,125,4.08496732,14860,11800,3060,ZENICA
64,31399,16406,14993,5221,5815,7604,24.2,9436,30.1,220,0.7,13815,44,324,1.032,30559,97.32,248,0.79,47,0.15,382,1.22,1,0.003,162,0.52,11521,4577,9385,4702,1214,36.7,14.6,29.9,15,3.9,74.6,63.42582478,75.10921684,81.02934921,87.72652389,65,85.3,52.4,75.4,63.9,87.3,73.6,89.8,84.5,92.2,10915,84.50758749,8111,82.42048572,2804,91.18699187,1094,8.470114587,1007,10.23269993,87,2.829268293,398,3.081449365,355,3.607356976,43,1.398373984,254,1.966553112,208,2.113606341,46,1.495934959,255,1.974295448,160,1.625851031,95,3.089430894,12916,9841,3075,ŽEPČE
65,25682,12375,13307,4354,4403,25588,99.6,81,0.3,2,0,10,0,1,0.004,25658,99.91,10,0.04,2,0.01,10,0.04,0,0,2,0.01,9035,3334,7905,3934,1474,35.2,13,30.8,15.3,5.7,59.4,41.69166167,56.52118912,71.55566853,82.15739484,28.2,86.7,10.6,68.1,22.7,87.4,40.4,96.4,64.7,99.1,10903,96.87250111,6912,95.69430984,3991,98.98313492,158,1.403820524,148,2.049010107,10,0.248015873,78,0.693025322,74,1.024505053,4,0.099206349,103,0.915148823,83,1.149107019,20,0.496031746,13,0.11550422,6,0.083067977,7,0.173611111,11255,7223,4032,ZLATIBOR
66,47326,24504,22822,9012,8884,22025,46.5,253,0.5,227,0.5,24688,52.2,133,0.281,46748,98.78,32,0.07,13,0.03,243,0.51,14,0.03,276,0.58,17577,6759,14031,6667,2292,37.1,14.3,29.6,14.1,4.8,79.2,69.30019234,78.11987741,86.03569822,94.67713787,68.8,90.4,60.8,78.8,65.3,91.9,76.4,96.4,92.5,97,17645,91.02398762,13050,89.64759222,4595,95.17398509,690,3.559453185,628,4.314075702,62,1.284175642,534,2.754707248,484,3.324860892,50,1.035625518,315,1.624967759,274,1.882255959,41,0.849212925,201,1.036884189,121,0.831215223,80,1.657000829,19385,14557,4828,ZVORNIK
67,41432,20154,21278,9472,9802,29686,71.6,10109,24.4,1128,2.7,6,0,503,1.214,16338,39.43,1135,2.74,2378,5.74,6935,16.74,1,0.002,14645,35.35,9551,5237,12754,9224,4666,23.1,12.6,30.8,22.3,11.3,29.6,15.39049074,18.50399875,36.84952298,61.83026147,22.2,36.6,13.8,17,14.1,22.7,24.7,47.3,50.2,72.4,17822,86.33853309,11870,83.38602037,5952,92.89839238,1585,7.678519523,1458,10.24236038,127,1.982206961,591,2.863094661,487,3.421145065,104,1.623224598,454,2.199399283,338,2.374429224,116,1.810519744,190,0.920453444,82,0.57604496,108,1.685656313,20642,14235,6407,ALIBUNAR
68,45690,22139,23551,10527,12405,5789,12.7,39420,86.3,96,0.2,8,0,377,0.825,13563,29.68,142,0.31,10881,23.81,20309,44.45,0,0,795,1.74,10531,6037,14021,9598,5503,23,13.2,30.7,21,12,14.9,8.746065927,9.293203053,15.72202542,34.47210612,12,17.6,9,8.5,8,10.5,11,19.7,27.4,41.2,14326,68.50939697,10098,65.4015544,4228,77.28020472,3983,19.04739133,3505,22.7007772,478,8.736976787,1155,5.523408732,971,6.288860104,184,3.363187717,614,2.936253646,443,2.869170984,171,3.125571194,833,3.983549328,423,2.739637306,410,7.494059587,20911,15440,5471,APATIN
69,42656,20611,22045,9238,10481,12478,29.3,24197,56.7,5279,12.4,10,0,692,1.622,14389,33.73,2753,6.45,1818,4.26,23288,54.59,0,0,408,0.96,10434,5932,13368,8310,4612,24.5,13.9,31.3,19.5,10.8,12.9,7.973701955,8.445541592,13.87484958,30.61578491,9.8,15.8,7.7,8.3,7.1,9.7,9.2,17.8,21.9,38.3,14169,69.96000593,9032,64.6019598,5137,81.90369898,3920,19.35515726,3520,25.17702596,400,6.37755102,910,4.493161507,720,5.14984622,190,3.029336735,778,3.841406211,540,3.862384665,238,3.794642857,476,2.350269096,169,1.208783349,307,4.894770408,20253,13981,6272,BAČKA PALANKA
70,60167,29508,30659,15223,16327,7763,12.9,33727,56.1,17308,28.8,3,0,1366,2.27,10642,17.69,1439,2.39,41273,68.6,6700,11.14,0,0,113,0.19,14276,8157,18806,12327,6601,23.7,13.6,31.3,20.5,11,16.5,9.292632095,11.39529937,19.00705768,35.19163763,12.2,20.5,7.8,10.8,7.6,15,14.5,23.1,26.8,43.1,22084,77.29515943,15499,75.13573783,6585,82.90318519,3547,12.41468622,3214,15.58076401,333,4.192370641,1201,4.203563053,969,4.697498546,232,2.920810777,919,3.216548248,667,3.233469071,252,3.172604809,820,2.870043051,279,1.352530541,541,6.811028579,28571,20628,7943,BAČKA TOPOLA
71,20872,10174,10698,4944,5540,2757,13.2,16287,78,1608,7.7,10,0,210,1.006,9498,45.51,226,1.08,6476,31.03,4549,21.79,2,0.01,121,0.58,3694,2337,6467,5368,3006,17.7,11.2,31,25.7,14.4,19.4,8.344030809,10.49945879,20.34277198,45.34264804,15,23.5,7,9.7,9.1,11.9,14,25.7,37.1,52.8,13684,81.77363452,8949,77.04692208,4735,92.49853487,1933,11.55133262,1815,15.62634524,118,2.305137722,480,2.868411617,422,3.633232889,58,1.133033796,462,2.760846181,360,3.099440379,102,1.992576675,175,1.045775069,69,0.594059406,106,2.070716937,16734,11615,5119,BATINA
72,34533,16921,17612,7951,8153,28091,81.3,5721,16.6,399,1.2,3,0,319,0.924,20828,60.31,949,2.75,800,2.32,4297,12.44,0,0,7659,22.18,8127,4405,10629,7507,3865,23.5,12.8,30.8,21.7,11.2,32.1,19.20544835,23.76517076,36.41934195,61.00905563,24.2,39.4,17.7,20.8,19.6,27.8,24.7,46.7,45.1,74.9,16213,87.66627014,9970,83.72522674,6243,94.79198299,1456,7.872823618,1292,10.84984884,164,2.49013058,385,2.081756245,330,2.771246221,55,0.835104768,328,1.773548178,246,2.065838092,82,1.24506529,112,0.605601817,70,0.587840107,42,0.637716368,18494,11908,6586,BELA CRKVA
73,9657,4760,4897,2089,2684,4047,41.9,5176,53.6,242,2.5,42,0.4,150,1.553,2976,30.82,1311,13.58,405,4.19,4409,45.66,23,0.238,533,5.52,1749,1568,2918,2064,1358,18.1,16.2,30.2,21.4,14.1,13.5,3.954081633,11.72035641,15.35852713,25.69955817,9.4,17.4,1.9,6.5,9.6,14,11.3,18.6,18,30.9,1595,30.05464481,1086,29.77789964,509,30.6626506,1246,23.47842472,956,26.21332602,290,17.46987952,450,8.479366874,347,9.514669591,103,6.204819277,801,15.09327304,645,17.68576913,156,9.397590361,1215,22.89429056,613,16.80833562,602,36.26506024,5307,3647,1660,"BELA CRKVA, GRAD"
74,31974,8330,9529,3906,3919,8557,26.8,18848,58.9,4137,12.9,5,0,427,1.335,12239,38.28,261,0.82,7497,23.45,11202,35.03,0,0,775,2.42,6647,3748,9963,7448,4168,20.8,11.7,31.2,23.3,13,19.5,12.59338314,11.58285657,22.09989259,39.82725528,16.1,22.7,13,12.2,10,13.2,16.8,26.8,32.6,47.2,10988,74.95736408,7007,70.03498251,3981,85.53932101,2445,16.6791732,2148,21.46926537,297,6.38160722,478,3.260795416,384,3.83808096,94,2.019767942,455,3.103895218,323,3.228385807,132,2.836269875,293,1.998772085,143,1.429285357,150,3.223033949,14659,10005,4654,DARDA
75,63985,33038,30947,8540,15666,24829,38.8,27352,42.7,6881,10.8,516,0.8,4407,6.888,32227,50.37,4546,7.1,17354,27.12,9116,14.25,210,0.328,532,0.83,11706,8880,26897,11871,4631,18.3,13.9,42,18.6,7.2,10.2,5.045045045,7.666282485,12.08828237,29.97192831,7.4,13.2,3.9,6.3,6.9,8.7,7.3,16.5,20.3,37,11890,94.65053335,7470,92.65690896,4420,98.22222222,369,2.937430345,345,4.279335153,24,0.533333333,136,1.082630154,132,1.637310841,4,0.088888889,128,1.018946028,97,1.203175391,31,0.688888889,39,0.310460118,18,0.22326966,21,0.466666667,12562,8062,4500,"NOVI SAD, GRAD"
76,31969,15739,16230,7240,8050,4387,13.7,25938,81.1,112,0.4,15,0,1517,4.745,4672,14.61,113,0.35,25924,81.09,412,1.29,5,0.016,843,2.64,7430,4805,10147,6407,3180,23.2,15,31.7,20,9.9,15.7,7.596253902,8.869616635,19.74402997,41.85534591,11.3,20,6.9,8.3,6.4,11.2,13,25.9,29.9,53.6,21168,96.39783232,12797,94.74346635,8371,99.04164695,503,2.290632542,466,3.45006293,37,0.437766209,118,0.537365089,114,0.844006811,4,0.047326077,149,0.678537274,113,0.836603243,36,0.42593469,21,0.09563277,17,0.125860665,4,0.047326077,21959,13507,8452,"SENTA, GRAD"
77,32334,15702,16632,6286,8200,14011,43.3,16489,51,456,1.4,89,0.3,1289,3.987,22552,69.75,371,1.15,5852,18.1,3400,10.52,16,0.049,143,0.44,6147,5082,10831,6940,3334,19,15.7,33.5,21.5,10.3,22,9.858323495,14.99399871,28.37175793,49.67006599,17.4,26.2,8.3,11.5,11.8,18,21.6,34.1,45,53.4,17895,83.12816463,12317,80.88389808,5578,88.55373869,1936,8.993357179,1754,11.51825584,182,2.889347515,561,2.606029637,442,2.902547938,119,1.88918876,609,2.829005435,464,3.04701865,145,2.301952691,526,2.443443118,251,1.648279485,275,4.365772345,21527,15228,6299,"SOMBOR, GRAD"
78,13839,7371,6468,2272,3119,6202,44.8,6359,45.9,222,1.6,58,0.4,998,7.212,10429,75.36,632,4.57,945,6.83,1753,12.67,4,0.029,76,0.55,2860,2072,5066,2636,1205,20.7,15,36.6,19,8.7,14.7,6.274131274,10.30398737,19.1198786,37.7593361,11.2,18.9,5,7.8,8.9,12.3,14.1,24.4,29.1,44.9,10115,73.9616847,6333,68.33189469,3782,85.79854809,2017,14.74846446,1841,19.86404834,176,3.992740472,336,2.456858731,287,3.096676737,49,1.111615245,891,6.515062884,688,7.423392318,203,4.605263158,317,2.317929219,119,1.283987915,198,4.491833031,13676,9268,4408,"SREMSKA MITROVICA, GRAD"
79,5587,2852,2735,1197,1484,3210,57.5,2304,41.2,60,1.1,0,0,13,0.233,5085,91.01,126,2.26,182,3.26,191,3.42,0,0,3,0.05,1136,1003,1740,1085,623,20.3,18,31.1,19.4,11.2,13.1,4.08773679,9.770114943,16.86635945,30.65810594,9,17.4,1.8,7.8,7.9,11.7,12.6,20.5,23,36.3,10777,92.70537634,6618,89.56557044,4159,98.1822474,471,4.051612903,450,6.090133983,21,0.495750708,163,1.402150538,152,2.057111923,11,0.259678942,177,1.522580645,146,1.975910137,31,0.731822474,37,0.31827957,23,0.311273515,14,0.330500472,11625,7389,4236,"SREMSKI KARLOVCI, GRAD"
80,19108,9214,9894,4448,4757,2071,10.8,16782,87.8,11,0.1,2,0,242,1.266,2132,11.16,50,0.26,16696,87.38,117,0.61,0,0,113,0.59,5370,2857,5532,3419,1930,28.1,15,29,17.9,10.1,13.6,4.270213511,6.79681851,16.02807839,42.59067358,9.9,16.9,3.1,5.5,3.7,9.4,2.3,20.3,34.9,49.9,20102,87.67063544,12100,83.32759452,8002,95.17126546,1284,5.599895329,1175,8.09172922,109,1.296384396,544,2.372541323,490,3.374423249,54,0.64224548,671,2.926425051,578,3.980442118,93,1.106089439,328,1.430502857,178,1.225810895,150,1.784015224,22929,14521,8408,"STARA KANJIŽA, GRAD"
